"student_id","semester","gpa","sleep_hours","study_hours","exercise_days","caffeine_mg","supervisor_meetings","wellbeing"
"S0435",4,3.26,5.9,47,0,140,6,48
"S0436",1,3.1,7.2,14,4,85,5,50
"S0436",2,3.47,7.8,28,5,50,4,61
"S0436",3,3.11,7.6,24,2,95,5,48
"S0436",4,3.22,8,21,4,85,1,52
"S0437",1,2.59,3.9,35,1,470,4,30
"S0437",2,2.86,4.6,31,0,305,3,35
"S0437",3,2.89,4.8,43,0,275,3,41
"S0437",4,3.08,5,38,1,310,3,31
"S0438",1,3.29,8,20,2,70,4,67
"S0438",2,3.51,8.2,22,4,55,5,68
"S0438",3,3.76,7.8,23,2,60,6,65
"S0438",4,3.57,7.6,32,4,95,9,63
"S0439",1,3.48,6,24,4,150,1,60
"S0439",2,3.28,6.8,22,5,140,5,60
"S0439",3,2.95,5.8,20,4,195,0,56
"S0439",4,3.45,6.4,30,3,215,6,71
"S0440",1,3.47,7.3,14,4,130,7,68
"S0440",2,3.38,8.4,20,5,95,5,69
"S0441",1,3.08,7.6,2,2,200,7,57
"S0441",2,3.6,7,3,3,170,7,58
"S0441",3,3.22,7.7,2,1,205,5,62
"S0441",4,2.99,7.8,2,1,205,7,58
"S0442",1,3.34,6.8,16,3,210,8,71
"S0442",2,3.24,6.2,30,4,160,8,67
"S0442",3,3.6,6.7,32,2,150,8,69
"S0442",4,3.44,6,21,2,125,11,65
"S0443",1,3.23,7.6,23,4,90,4,58
"S0443",2,3.21,7.6,16,3,125,7,71
"S0443",3,2.98,6.8,15,3,90,3,69
"S0443",4,3.38,7.8,16,0,120,5,65
"S0444",1,3.44,7.9,20,7,0,4,55
"S0444",2,3.14,7.6,23,5,0,5,68
"S0444",3,3.26,7.8,28,4,0,1,57
"S0444",4,3.47,8,29,5,0,3,62
"S0445",1,3.27,6.5,17,1,335,3,68
"S0445",2,2.98,7,20,4,205,1,71
"S0445",3,3.16,5.7,22,5,175,2,59
"S0445",4,3.88,6.6,23,5,210,5,67
"S0446",1,2.86,5.1,41,0,280,5,45
"S0446",2,2.63,5.4,40,2,305,5,51
"S0446",3,2.69,5.4,49,1,325,5,40
"S0446",4,2.89,5,44,2,495,6,38
"S0447",1,2.99,5.6,41,0,315,6,45
"S0447",2,2.94,5.9,43,2,275,2,51
"S0447",3,3.39,5.5,44,1,355,1,46
"S0447",4,3.03,5.9,50,1,345,6,47
"S0448",1,3.39,7.1,35,7,160,9,69
"S0448",2,3.26,8.4,37,4,110,7,55
"S0448",3,3.43,7,37,7,160,3,63
"S0448",4,3.19,7.2,45,7,165,8,68
"S0449",1,3.55,5,42,1,365,6,35
"S0449",2,3.19,4.6,36,1,380,3,48
"S0449",3,3.42,4.3,35,1,485,2,53
"S0449",4,3.16,4.4,40,0,465,5,37
"S0450",1,2.99,7.3,8,2,135,4,67
"S0450",2,3.54,7.9,15,1,145,9,73
"S0450",3,3.2,7.8,12,3,155,5,75
"S0450",4,3.39,7.6,14,4,205,3,86
"S0451",1,2.77,5.8,53,2,245,3,51
"S0451",2,2.49,6.2,48,1,225,15,42
"S0451",3,2.68,5.9,52,2,280,5,40
"S0451",4,2.55,6.5,52,2,235,4,32
"S0452",1,3.28,5.9,30,2,195,2,46
"S0452",2,3.28,7,25,2,120,8,54
"S0452",3,3.18,6.2,,2,90,4,52
"S0452",4,3.28,6,24,5,195,2,44
"S0453",1,3.28,7.2,43,4,70,7,69
"S0453",2,3.57,7.3,37,6,85,6,62
"S0453",3,3.63,7.8,48,2,145,2,72
"S0453",4,3.32,7.1,38,0,85,6,61
"S0454",1,3.09,5.9,32,1,280,10,58
"S0454",2,3.39,7.1,39,3,260,3,51
"S0454",3,3.28,6.4,48,2,410,3,53
"S0454",4,3.16,6.3,40,2,240,2,45
"S0455",1,3.26,7.9,13,3,300,5,52
"S0455",2,3.19,8,11,1,230,2,60
"S0455",3,3.3,8.8,16,4,175,2,65
"S0455",4,2.87,8.1,2,6,320,2,56
"S0456",1,2.81,5,37,0,620,2,49
"S0456",2,3.04,5.2,50,0,465,2,50
"S0456",3,2.42,3.8,48,0,745,1,47
"S0456",4,2.92,5,43,1,660,2,55
"S0457",1,3.1,6.6,19,3,105,2,63
"S0457",2,2.86,6.9,24,5,135,4,64
"S0457",3,3.07,6.7,20,7,105,3,56
"S0457",4,2.78,6.2,15,3,130,2,49
"S0458",1,3.38,4.8,48,1,365,8,48
"S0458",2,3.45,5.2,43,2,375,4,48
"S0458",3,3.25,3.9,48,3,435,5,59
"S0458",4,3.29,5.1,44,2,310,12,42
"S0459",1,3.16,7.5,6,3,90,2,70
"S0459",2,3.25,7.2,13,2,105,3,71
"S0459",3,3.69,7.2,12,1,100,4,63
"S0459",4,2.96,6.6,2,2,100,1,60
"S0460",1,3.1,8.7,22,6,0,1,65
"S0460",2,3.16,7.6,30,1,0,3,69
"S0460",3,3.34,7.4,22,4,0,0,59
"S0460",4,3.03,7.4,25,2,0,4,50
"S0461",1,3.71,6.5,43,1,95,10,78
"S0461",2,3.71,5.8,38,1,100,10,68
"S0461",3,3.71,6.7,36,1,75,7,78
"S0461",4,3.51,5.4,41,1,60,4,64
"S0462",1,3.17,6.1,2,1,95,4,67
"S0462",2,3.3,6.3,2,5,95,1,74
"S0462",3,3.38,6.6,7,1,115,4,59
"S0462",4,3.18,7.2,5,2,100,7,67
"S0463",1,3.69,6.3,25,4,75,9,61
"S0463",2,3.39,5.6,24,4,85,11,69
"S0463",3,3.49,6.6,23,3,150,6,69
"S0463",4,3.29,6.6,29,1,95,4,68
"S0464",1,3.14,7.7,22,0,105,5,68
"S0464",2,3.16,7.5,20,3,,3,82
"S0464",3,2.88,7.6,15,5,85,3,89
"S0464",4,3.25,7.3,24,5,155,2,66
"S0465",1,3.35,5.4,38,0,275,4,40
"S0465",2,3.22,5.3,37,2,295,5,51
"S0466",1,3.35,5.7,36,2,185,9,68
"S0466",2,3.25,6,39,1,180,9,76
"S0466",3,3.63,6.4,45,1,280,3,67
"S0466",4,3.67,7,50,3,250,5,71
"S0467",1,3.02,7.6,13,5,230,7,40
"S0467",2,2.7,7.6,8,1,295,6,52
"S0467",3,2.64,7.1,5,1,285,2,57
"S0467",4,2.96,7.2,19,3,280,7,44
"S0468",1,4,8.1,38,1,0,1,69
"S0468",2,4,8.2,30,2,0,3,62
"S0468",3,3.66,7.8,32,2,0,5,63
"S0468",4,4,7.4,38,3,0,3,64
"S0469",1,2.88,5.3,41,2,180,2,52
"S0469",2,3.12,6.2,44,1,170,7,57
"S0469",3,3.2,6.1,38,1,165,2,57
"S0469",4,3.28,6.2,50,3,155,2,60
"S0470",1,3.07,5.1,42,0,460,4,50
"S0470",2,3.11,5.8,43,2,355,5,54
"S0470",3,3.27,5.5,49,2,475,5,44
"S0470",4,3.25,6.6,41,0,345,4,47
"S0471",1,3.46,5.5,45,2,265,1,68
"S0471",2,3.71,6,45,0,315,3,71
"S0471",3,3.44,5.8,44,0,255,4,67
"S0471",4,3.44,5.3,44,0,240,1,60
"S0472",1,3.17,7.2,7,3,180,15,72
"S0472",2,3.15,7.8,4,5,100,8,77
"S0472",3,3.24,7.4,4,6,110,15,73
"S0472",4,3.19,7.3,11,4,130,13,79
"S0473",1,3.61,6.8,35,2,75,5,69
"S0473",2,3.55,5.7,29,2,70,7,76
"S0473",3,3.35,5.4,42,0,55,4,59
"S0473",4,3.43,6.6,26,0,55,5,64
"S0474",1,2.99,6.2,22,3,45,0,32
"S0474",2,2.56,6.3,17,0,35,0,56
"S0474",3,2.49,6.3,14,1,45,1,40
"S0474",4,2.92,7,15,1,40,3,35
"S0475",1,2.76,6,7,3,190,3,52
"S0475",2,2.65,6.6,4,0,130,1,48
"S0475",3,2.84,5.2,4,1,225,5,53
"S0475",4,2.69,6.5,4,1,125,5,56
"S0476",1,2.96,5.9,32,3,280,3,49
"S0476",2,3.14,6.1,43,1,180,4,57
"S0476",3,3.22,6.1,43,2,170,5,55
"S0476",4,3.22,5.4,,0,195,7,38
"S0477",1,2.85,6.4,16,1,70,3,56
"S0477",2,3.26,7.2,16,1,40,5,66
"S0477",3,3.21,7.3,18,0,50,3,64
"S0477",4,3.43,7.4,22,1,70,7,57
"S0478",1,2.88,6.1,50,2,260,4,75
"S0478",2,3.14,5.6,51,5,230,3,75
"S0478",3,2.72,5.5,40,3,320,9,89
"S0478",4,2.97,5.4,49,4,325,3,82
"S0479",1,3.39,5.6,38,2,175,6,58
"S0479",2,3.48,4.9,51,0,290,10,75
"S0479",3,3.27,5.6,41,1,200,6,61
"S0479",4,3.35,5.1,49,0,260,2,60
"S0480",1,3.14,6.6,24,6,0,6,66
"S0480",2,2.82,6.9,35,2,0,3,58
"S0480",3,2.88,6.5,27,5,,4,65
"S0480",4,3.09,6.5,27,,0,0,55
"S0481",1,3.09,5.9,43,4,125,5,64
"S0481",2,3.13,5.1,28,0,155,1,53
"S0481",3,2.94,5.6,31,1,215,2,60
"S0481",4,3.19,5.1,32,0,120,2,50
"S0482",1,3.01,4.7,26,1,465,8,52
"S0482",2,3.05,3.7,35,0,680,2,52
"S0482",3,2.84,4.9,33,1,330,4,51
"S0482",4,3.06,4,29,3,485,7,41
"S0483",1,2.84,5.8,34,3,585,4,78
"S0483",2,3.14,7.4,30,2,485,2,81
"S0483",3,3.12,7,33,4,385,3,66
"S0483",4,2.73,7,30,1,280,2,70
"S0484",1,4,8.2,15,3,75,10,65
"S0484",2,3.71,6.9,17,2,110,4,57
"S0484",3,4,7.3,15,1,95,8,57
"S0484",4,3.84,7.8,10,1,80,11,50
"S0485",1,2.66,6.8,2,0,130,2,72
"S0485",2,2.6,6.3,7,0,110,3,69
"S0485",3,2.74,6.5,5,1,190,2,67
"S0485",4,2.64,5.6,7,4,160,3,56
"S0486",1,3.3,6.3,7,3,135,6,47
"S0486",2,3.27,6.3,11,2,130,5,40
"S0486",3,2.84,6.2,6,2,105,2,47
"S0486",4,3.38,7.1,12,3,120,4,51
"S0487",1,3.18,8.2,23,3,185,6,84
"S0487",2,3.08,6.9,20,6,185,6,86
"S0487",3,2.83,7.2,20,2,180,5,92
"S0487",4,3.24,7.5,23,1,185,5,90
"S0488",1,2.88,7.9,19,4,120,0,53
"S0488",2,3.13,6.3,22,4,120,3,55
"S0488",3,3.33,6.7,25,1,110,3,48
"S0488",4,2.91,6.8,23,6,135,4,47
"S0489",1,3,4.5,35,0,415,4,50
"S0489",2,2.82,5.8,39,0,375,3,60
"S0489",3,3.16,5.1,38,0,395,0,49
"S0489",4,3.06,5.4,35,1,290,4,52
"S0490",1,3.34,6.3,24,1,350,3,74
"S0490",2,3.47,6.9,27,2,230,5,73
"S0490",3,3.59,6.9,20,5,240,5,70
"S0490",4,3.26,6.5,23,2,285,2,67
"S0491",1,3.11,7.6,23,2,120,6,73
"S0491",2,3.05,7.4,23,2,105,0,70
"S0491",3,3.26,6.7,27,4,150,3,77
"S0491",4,3.1,6.8,20,6,175,1,72
"S0492",1,2.62,6.6,9,3,,5,51
"S0492",2,2.46,6.5,2,1,280,3,56
"S0492",3,2.41,6.8,2,4,280,7,46
"S0492",4,3.06,5.9,6,4,180,4,44
"S0493",1,2.9,5.9,49,1,280,1,67
"S0493",2,2.97,5.3,42,0,255,2,51
"S0493",3,3.02,5.4,40,1,295,2,52
"S0493",4,3.1,5.6,39,0,145,3,67
"S0494",1,3.14,5,36,2,490,4,55
"S0494",2,3.5,4.8,40,3,470,3,57
"S0494",3,3.32,4.9,40,2,510,5,51
"S0494",4,3.43,5,41,,420,7,46
"S0495",1,2.67,5.1,37,0,385,4,50
"S0495",2,2.91,6.1,31,0,350,9,40
"S0495",3,3.25,6,37,1,480,2,51
"S0495",4,2.69,6.4,35,1,455,7,38
"S0496",1,3.3,6.4,40,1,105,4,72
"S0496",2,3.16,6.2,41,1,115,5,67
"S0496",3,2.7,6.1,34,1,130,6,57
"S0496",4,3.38,6.3,41,0,100,3,59
"S0497",1,3.38,7.7,23,2,70,8,72
"S0497",2,3.46,7.6,27,7,115,7,76
"S0498",1,2.96,6.1,21,7,160,2,64
"S0498",2,3.16,6.5,24,1,235,6,78
"S0498",3,3.14,6.5,14,3,130,6,70
"S0498",4,2.89,6.1,17,2,175,2,61
"S0499",1,3.2,8.4,34,3,140,4,57
"S0499",2,3.15,8.1,20,1,115,7,59
"S0499",3,3.18,7.6,29,6,145,5,55
"S0499",4,3.29,7.8,27,0,175,4,56
"S0500",1,3.11,7.3,21,3,75,3,57
"S0500",2,2.78,6.7,19,4,85,4,66
"S0500",3,3.06,6.5,18,1,95,7,62
"S0500",4,2.78,6.9,19,5,75,0,65
"S0501",1,3.06,10,2,6,20,6,79
"S0501",2,3.22,9.2,2,7,15,4,68
"S0501",3,2.64,9.3,2,7,20,0,64
"S0501",4,3.09,9.6,2,5,25,5,74
"S0502",1,2.75,7.8,4,3,145,8,72
"S0502",2,2.94,7.4,7,0,115,5,68
"S0502",3,2.82,6.9,8,2,165,6,63
"S0502",4,2.9,7.2,10,3,120,3,65
"S0503",1,3.26,5.2,28,1,205,2,73
"S0503",2,2.77,4.8,18,0,175,4,82
"S0503",3,3.42,5.2,30,2,255,5,73
"S0503",4,3.1,4.9,31,4,230,3,82
"S0504",1,3.41,6.2,16,1,0,5,59
"S0504",2,3.39,5.8,19,4,0,2,54
"S0504",3,3.54,6.5,20,1,0,8,54
"S0504",4,3.7,6.4,24,2,0,4,62
"S0505",1,2.58,4.9,36,2,720,5,57
"S0505",2,2.73,5.5,31,0,500,8,59
"S0505",3,2.61,6,36,0,430,5,56
"S0505",4,2.92,6.3,27,0,585,0,58
"S0506",1,3.2,5.5,40,2,125,0,45
"S0506",2,3.11,5.6,48,2,170,2,50
"S0507",1,3.36,8.6,26,5,0,2,76
"S0507",2,3.4,8.3,27,5,0,2,70
"S0507",3,3.3,8.2,23,,0,4,74
"S0507",4,3.66,8.1,17,2,0,0,63
"S0508",1,2.87,6.8,23,6,115,0,71
"S0508",2,3.02,6.8,33,7,95,4,70
"S0509",1,2.95,6.2,33,2,80,6,73
"S0509",2,2.75,6.2,39,2,85,6,85
"S0509",3,3.11,5.8,35,2,125,5,76
"S0509",4,2.77,6.1,39,5,95,7,70
"S0510",1,2.93,7,24,3,0,1,66
"S0510",2,3.46,7.5,25,3,0,3,74
"S0511",1,3.09,8.6,31,4,0,2,77
"S0511",2,3.47,8.4,35,4,0,3,86
"S0511",3,3.04,8.2,29,6,0,2,83
"S0511",4,3.1,7.9,33,6,0,5,71
"S0512",1,3.07,6.8,14,0,140,0,57
"S0512",2,2.63,6.4,24,2,140,0,63
"S0512",3,2.79,6.5,18,2,125,2,53
"S0512",4,2.96,6.2,11,1,210,1,54
"S0513",1,4,5.9,29,5,275,5,67
"S0513",2,3.77,6.1,30,5,190,6,66
"S0513",3,3.55,5.4,25,6,245,5,68
"S0513",4,3.86,6.1,29,3,175,3,73
"S0514",1,2.75,7.1,38,1,120,1,45
"S0514",2,2.83,7.2,25,1,120,2,46
"S0514",3,2.78,6.5,33,1,160,4,51
"S0514",4,2.77,6.9,28,2,115,1,52
"S0515",1,3.25,6,22,3,180,8,70
"S0515",2,3.16,5.9,19,3,150,3,86
"S0515",3,3.49,6.9,26,2,105,1,82
"S0515",4,3.13,5.9,25,7,130,2,81
"S0516",1,3.21,7.1,31,3,85,1,69
"S0516",2,2.95,6.9,33,2,85,2,77
"S0516",3,2.63,6,37,1,140,4,71
"S0516",4,2.95,6.4,36,1,120,4,61
"S0517",1,3,6.4,13,3,95,2,57
"S0517",2,2.77,6.2,12,4,55,0,67
"S0517",3,3.07,5.6,11,2,70,1,62
"S0517",4,3.17,6.6,14,1,80,5,61
"S0518",1,2.74,7.4,17,4,140,1,59
"S0518",2,2.86,7,10,1,125,1,54
"S0518",3,2.73,7.3,14,3,90,0,63
"S0518",4,2.74,5.9,16,4,85,3,47
"S0519",1,3.59,7.1,29,1,160,12,79
"S0519",2,3.64,7.2,29,7,185,15,74
"S0519",3,3.36,7.5,28,3,140,10,80
"S0519",4,3.58,7.3,34,1,125,13,88
"S0520",1,2.97,6.9,32,0,0,2,52
"S0520",2,3.28,6.5,27,1,0,1,71
"S0520",3,2.94,6.6,28,3,0,2,70
"S0520",4,3.05,7.4,21,1,0,3,81
"S0521",1,3.17,7.9,24,1,0,5,47
"S0521",2,2.78,7,20,3,0,2,49
"S0521",3,3.06,7,28,3,0,4,37
"S0521",4,2.91,7.3,25,0,0,1,46
"S0522",1,3,6.4,30,0,0,10,59
"S0522",2,3.31,6.6,33,1,0,7,55
"S0522",3,3.23,6.3,22,0,0,9,57
"S0522",4,3.19,6.6,26,0,0,7,47
"S0523",1,2.98,6.2,17,2,205,4,44
"S0523",2,2.89,6.3,19,3,315,8,52
"S0523",3,3.01,6.2,19,3,280,2,52
"S0523",4,2.94,5.5,13,3,235,6,42
"S0524",1,3.07,6.1,25,5,160,1,62
"S0524",2,2.68,6.6,23,2,,3,53
"S0524",3,3.02,6.6,36,1,205,3,48
"S0524",4,3.05,6.4,34,4,130,5,55
"S0525",1,3.3,5,12,1,405,8,50
"S0525",2,3.61,6,26,1,405,4,57
"S0525",3,3.67,,23,1,390,4,66
"S0525",4,3.37,4.5,18,0,565,2,49
"S0526",1,2.97,7.4,23,2,235,8,82
"S0526",2,2.83,6.5,28,1,240,11,82
"S0526",3,2.92,7,25,4,160,9,77
"S0526",4,3.18,7.2,24,5,215,3,76
"S0527",1,2.89,5.1,48,1,210,5,44
"S0527",2,3.14,4.8,51,1,435,3,62
"S0527",3,2.91,4.9,49,2,455,6,51
"S0527",4,2.62,5.3,45,2,405,4,47
"S0528",1,3.29,5.6,44,1,490,4,40
"S0528",2,3.1,5.5,39,1,495,4,26
"S0528",3,2.99,5.4,45,1,575,2,37
"S0528",4,2.91,5.6,38,0,510,3,33
"S0529",1,3.25,4.6,27,1,365,12,62
"S0529",2,3.26,4.5,24,2,390,10,67
"S0529",3,3.22,4.9,34,1,345,7,82
"S0529",4,3.33,5.2,32,1,370,5,73
"S0530",1,2.93,4.3,65,0,720,3,44
"S0530",2,2.78,3.5,67,2,900,4,45
"S0530",3,2.94,4.3,67,0,625,4,43
"S0530",4,2.89,3.8,63,0,695,11,48
"S0531",1,3.5,,22,2,155,3,78
"S0531",2,3.14,6.9,23,3,145,2,79
"S0531",3,3.14,6.4,30,0,155,1,79
"S0531",4,3.4,6.8,31,3,135,3,72
"S0532",1,3.22,6.6,30,4,165,3,72
"S0532",2,3.09,6,33,4,200,2,66
"S0533",1,2.75,7.3,29,3,170,5,64
"S0533",2,2.58,6.5,20,5,215,0,64
"S0533",3,2.72,6.9,21,6,210,3,60
"S0533",4,2.54,7.3,31,1,150,4,62
"S0534",1,3.27,7.1,23,6,65,7,73
"S0534",2,3.06,7.2,16,3,65,3,64
"S0534",3,3.31,7.8,21,5,65,6,64
"S0534",4,3.12,6.5,21,4,65,9,61
"S0535",1,3.44,5.8,21,3,370,2,61
"S0535",2,3.17,5.6,24,4,325,1,65
"S0536",1,3.05,6.8,2,1,235,2,79
"S0536",2,2.85,6.7,3,0,120,3,77
"S0536",3,3.53,7.5,2,,130,6,87
"S0536",4,3.21,7.4,4,7,140,5,79
"S0537",1,3.26,7.3,15,6,135,8,78
"S0537",2,3.24,7.2,8,7,150,7,69
"S0537",3,3.15,7.5,10,2,130,6,68
"S0537",4,3.1,7.2,12,6,140,4,72
"S0538",1,2.94,6.3,51,0,240,7,75
"S0538",2,2.65,5.7,48,1,275,4,64
"S0538",3,2.37,5.8,49,0,220,2,82
"S0538",4,2.96,6.3,47,0,210,4,61
"S0539",1,2.99,5.4,52,2,215,4,50
"S0539",2,3.08,4.8,52,1,260,1,50
"S0540",1,2.78,7.6,28,2,125,5,61
"S0540",2,3.26,8.2,33,1,120,2,74
"S0541",1,3.08,5.6,46,2,275,6,57
"S0541",2,3.35,5,45,0,195,7,55
"S0541",3,3.04,5.5,50,0,235,6,65
"S0541",4,2.91,5.3,,2,335,3,56
"S0542",1,3.26,7.1,12,2,65,7,69
"S0542",2,3.02,6.5,12,6,80,2,67
"S0542",3,3.36,6.8,15,3,50,8,67
"S0542",4,3.11,6.9,12,2,65,6,64
"S0543",1,3.39,7.3,11,0,160,6,70
"S0543",2,3.44,6.8,15,3,180,4,79
"S0543",3,3.52,7.3,15,2,150,7,76
"S0543",4,3.66,7.4,12,3,170,8,66
"S0544",1,3.1,5.8,36,1,225,1,45
"S0544",2,3.23,5.5,39,2,285,3,55
"S0544",3,3.3,5.7,36,0,285,1,48
"S0544",4,3.06,6.1,43,7,175,2,53
"S0545",1,2.89,5,45,3,325,9,51
"S0545",2,2.76,5.3,42,4,460,3,65
"S0545",3,2.82,5.4,50,0,275,2,66
"S0545",4,2.89,5.7,45,2,405,3,72
"S0546",1,3.1,5.7,51,0,150,5,60
"S0546",2,3.04,5.4,49,0,135,5,63
"S0546",3,3.09,4.4,53,1,160,2,57
"S0546",4,3.21,5.8,45,0,80,4,66
"S0547",1,2.98,5.5,35,3,320,11,66
"S0547",2,3.05,5.2,39,2,320,8,68
"S0547",3,3.04,5.8,39,2,180,2,66
"S0547",4,3.08,5.9,38,2,440,10,64
"S0548",1,3,5.2,43,1,220,2,57
"S0548",2,3.06,5.4,46,1,230,4,62
"S0548",3,3.35,5.9,41,0,245,6,63
"S0548",4,3.54,5.6,50,3,210,2,57
"S0549",1,3.09,7.4,16,2,285,3,58
"S0549",2,3.13,7.3,18,0,270,1,58
"S0549",3,2.92,7.2,18,3,245,2,70
"S0549",4,2.57,6.1,15,2,255,3,55
"S0550",1,2.5,5.9,45,3,125,6,58
"S0550",2,2.7,7.5,32,6,140,4,61
"S0550",3,2.68,,40,2,110,1,59
"S0550",4,3.02,7,44,7,140,5,51
"S0551",1,2.72,6.6,30,1,190,0,47
"S0551",2,2.9,6.6,30,0,210,2,60
"S0551",3,3.11,7,32,0,180,4,64
"S0551",4,3.07,6.7,31,4,285,1,54
"S0552",1,3.28,6.4,41,3,215,4,50
"S0552",2,3.11,5.9,38,2,255,5,42
"S0553",1,3.45,7.5,41,1,230,3,55
"S0553",2,3.42,6.2,41,1,245,6,58
"S0553",3,3.17,6.1,43,1,195,3,48
"S0553",4,3.25,5.9,35,,290,2,50
"S0554",1,3.34,3.5,26,1,900,7,56
"S0554",2,3.07,5.3,32,0,575,4,82
"S0554",3,3.21,4.5,34,0,565,12,66
"S0554",4,3.05,4.3,29,2,775,5,64
"S0555",1,2.58,7,31,1,160,2,44
"S0555",2,2.76,5.4,29,3,275,0,48
"S0555",3,2.82,6,30,4,250,1,47
"S0555",4,2.82,6.3,34,1,200,3,41
"S0556",1,3.3,7.4,16,5,205,6,66
"S0556",2,3.61,7.2,32,2,200,3,74
"S0556",3,3.68,8,29,1,255,3,75
"S0556",4,3.47,,33,5,240,2,65
"S0557",1,2.65,6.6,15,4,165,0,51
"S0557",2,2.64,6.5,26,3,220,4,54
"S0557",3,2.28,6.7,14,4,240,1,43
"S0557",4,2.67,6.3,17,3,235,3,51
"S0558",1,3.1,4.2,33,0,395,2,49
"S0558",2,2.89,3.5,37,1,760,2,48
"S0558",3,3.14,4,35,1,585,2,47
"S0558",4,3.2,3.5,38,2,825,1,51
"S0559",1,3.06,4.5,30,0,355,3,58
"S0559",2,3.38,4.6,34,2,345,3,59
"S0559",3,3.17,5.1,31,0,185,3,45
"S0559",4,2.84,5.3,28,0,300,5,63
"S0560",1,3.18,8.4,16,3,165,1,50
"S0560",2,3.38,7.9,20,1,180,2,48
"S0560",3,3.06,8.2,10,,120,5,49
"S0560",4,2.98,8.1,7,2,145,5,51
"S0561",1,3.27,8.4,27,4,0,2,77
"S0561",2,3.15,8.2,18,1,0,3,74
"S0561",3,3.01,7.7,15,6,0,3,65
"S0561",4,3.12,8.1,17,4,0,4,70
"S0562",1,3.14,6.8,20,1,170,2,48
"S0562",2,3.46,7.2,22,1,145,0,57
"S0562",3,2.72,7.1,16,2,185,5,59
"S0562",4,3.18,7.2,18,1,145,5,43
"S0563",1,3.61,8.1,14,1,75,7,60
"S0563",2,3.26,7.9,15,4,70,1,56
"S0563",3,3.11,8.8,7,2,90,2,59
"S0563",4,3.15,8.1,15,,70,10,44
"S0564",1,3.24,6.4,34,3,100,0,48
"S0564",2,2.95,6.8,36,0,195,0,51
"S0564",3,3.51,7.5,34,2,175,2,37
"S0564",4,3.1,6.6,32,1,140,3,42
"S0565",1,3.03,5.2,40,1,175,3,48
"S0565",2,3.21,6.2,34,2,265,3,57
"S0565",3,2.72,6.8,37,1,155,7,52
"S0565",4,2.78,4.8,36,0,345,3,47
"S0566",1,2.47,6.2,22,5,105,8,65
"S0566",2,2.92,6.7,28,4,105,7,60
"S0566",3,2.65,6.7,20,7,80,3,61
"S0566",4,2.75,6.9,26,6,115,6,59
"S0567",1,2.87,6.8,13,2,60,3,48
"S0567",2,2.49,6.5,16,1,70,0,61
"S0567",3,3.29,6.9,12,0,,3,62
"S0567",4,2.94,6.2,11,1,60,5,60
"S0568",1,3.61,6.5,32,1,195,10,62
"S0568",2,3.24,5.8,29,1,210,5,60
"S0568",3,3.52,6.5,39,0,215,5,52
"S0568",4,3.08,7.3,26,2,180,6,47
"S0569",1,2.76,5.5,53,0,500,5,39
"S0569",2,2.87,6.3,58,0,445,2,41
"S0569",3,2.95,5.5,58,1,620,5,38
"S0569",4,3.08,5.6,56,0,545,2,37
"S0570",1,2.17,7,14,1,185,4,69
"S0570",2,2.35,6.9,12,2,190,6,59
"S0570",3,2.24,6.2,15,2,200,3,52
"S0570",4,2.73,7,15,1,205,6,56
"S0571",1,3.46,7.3,25,3,80,9,71
"S0571",2,3.31,7.1,16,1,90,8,82
"S0571",3,3.19,7.3,26,7,85,5,78
"S0571",4,3.15,7.1,19,2,130,6,75
"S0572",1,3.37,7.4,36,1,0,7,81
"S0572",2,3.78,7.4,32,2,0,2,63
"S0572",3,3.32,6.9,31,2,0,6,55
"S0572",4,3.33,7.3,36,3,0,6,65
"S0573",1,3.2,6.9,33,3,150,4,61
"S0573",2,3.65,,23,1,105,5,64
"S0573",3,3.5,6.9,30,0,155,3,67
"S0573",4,3.3,6.5,29,2,180,5,55
"S0574",1,2.99,7.7,12,2,75,3,63
"S0574",2,3.07,7.7,10,3,95,10,56
"S0574",3,2.79,7.9,12,6,105,5,56
"S0574",4,2.77,7.5,7,0,75,5,62
"S0575",1,3.44,5.7,46,4,420,2,47
"S0575",2,3.31,5.2,43,3,520,2,49
"S0575",3,3.31,5.5,41,2,480,4,51
"S0575",4,3.55,5.6,33,4,435,4,47
"S0576",1,2.74,6.4,51,1,325,3,60
"S0576",2,2.88,6.2,50,6,210,7,64
"S0576",3,2.85,5.5,48,5,360,5,50
"S0576",4,2.65,5.6,48,6,305,8,60
"S0577",1,3.02,6.2,17,2,160,3,70
"S0577",2,3.52,6.2,28,3,235,5,60
"S0577",3,3.19,6.3,25,1,210,2,65
"S0577",4,3.22,6.2,15,0,245,1,58
"S0578",1,2.64,6.2,26,2,180,7,62
"S0578",2,3.19,6.4,23,0,180,5,61
"S0578",3,2.76,5.8,35,4,200,6,63
"S0578",4,3.04,6.1,39,6,185,3,59
"S0579",1,3.46,5.9,56,3,495,4,48
"S0579",2,3.53,5.3,43,2,515,5,42
"S0579",3,3.49,5.5,43,1,565,12,43
"S0579",4,3.87,5.6,47,2,415,5,42
"S0580",1,2.61,7.3,18,1,185,1,43
"S0580",2,2.85,7.7,19,0,180,2,45
"S0580",3,2.94,6.9,22,3,180,1,43
"S0580",4,3.05,7.2,19,2,135,2,53
"S0581",1,3.42,6.5,34,2,215,3,55
"S0581",2,3.28,7.2,32,4,170,7,65
"S0581",3,3.01,6.1,33,3,125,2,57
"S0581",4,3.27,6.9,32,2,230,3,63
